,ZCTA,Total population,Total population Male,Total population Female,Total population Sex ratio (males per 100 females),Total population Under 5 years,Total population 5 to 9 years,Total population 10 to 14 years,Total population 15 to 19 years,Total population 20 to 24 years,Total population 25 to 34 years,Total population 35 to 44 years,Total population 45 to 54 years,Total population 55 to 59 years,Total population 60 to 64 years,Total population 65 to 74 years,Total population 75 to 84 years,Total population 85 years and over,Total population Median age (years),Total population Under 18 years,Total population 16 years and over,Total population 18 years and over,Total population 21 years and over,Total population 62 years and over,Total population 65 years and over,Total population 18 years and over.1,Total population 18 years and over Male,Total population 18 years and over Female,Total population 18 years and over Sex ratio (males per 100 females),Total population 65 years and over.1,Total population 65 years and over Male,Total population 65 years and over Female,Total population 65 years and over Sex ratio (males per 100 females),Total population One race,Total population Two or More Races,Total population One race.1,Total population One race White,Total population One race Black or African American,Total population One race American Indian and Alaska Native,Total population One race American Indian and Alaska Native Cherokee tribal grouping,Total population One race American Indian and Alaska Native Chippewa tribal grouping,Total population One race American Indian and Alaska Native Navajo tribal grouping,Total population One race American Indian and Alaska Native Sioux tribal grouping,Total population One race Asian,Total population One race Asian Asian Indian,Total population One race Asian Chinese,Total population One race Asian Filipino,Total population One race Asian Japanese,Total population One race Asian Korean,Total population One race Asian Vietnamese,Total population One race Asian Other Asian,Total population One race Native Hawaiian and Other Pacific Islander,Total population One race Native Hawaiian and Other Pacific Islander Chamorro,Total population One race Native Hawaiian and Other Pacific Islander Native Hawaiian,Total population One race Native Hawaiian and Other Pacific Islander Samoan,Total population One race Native Hawaiian and Other Pacific Islander Other Native Hawaiian and Other Pacific Islander,Total population One race Some Other Race,Total population Two or More Races.1,Total population Two or More Races White and Black or African American,Total population Two or More Races White and American Indian and Alaska Native,Total population Two or More Races White and Asian,Total population Two or More Races White and Some Other Race,Total population Two or More Races Black or African American and American Indian and Alaska Native,Total population Two or More Races Black or African American and Some Other Race,Total population White,Total population Black or African American,Total population American Indian and Alaska Native,Total population Asian,Total population Native Hawaiian and Other Pacific Islander,Total population Some Other Race,Total population Hispanic or Latino (of any race),Total population Hispanic or Latino (of any race) Mexican,Total population Hispanic or Latino (of any race) Puerto Rican,Total population Hispanic or Latino (of any race) Cuban,Total population Hispanic or Latino (of any race) Other Hispanic or Latino,Total population Not Hispanic or Latino,Total population Not Hispanic or Latino White alone,Total population Not Hispanic or Latino Black or African American alone,Total population Not Hispanic or Latino American Indian and Alaska Native alone,Total population Not Hispanic or Latino Asian alone,Total population Not Hispanic or Latino Native Hawaiian and Other Pacific Islander alone,Total population Not Hispanic or Latino Some Other Race alone,Total population Not Hispanic or Latino Two or More Races,Total population Not Hispanic or Latino Two or More Races Two races including Some Other Race,"Total population Not Hispanic or Latino Two or More Races Two races excluding Some Other Race, and three or more races","Citizen, 18 and over population","Citizen, 18 and over population Male","Citizen, 18 and over population Female"
284,80826,"1,190","1,190",0,-,0,0,0,6,83,373,422,181,38,54,33,0,0,38.5,0,"1,190","1,190","1,184",87,33,"1,190","1,190",0,-,33,33,0,-,"1,036",154,"1,036",713,319,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,154,0,0,867,319,0,4,0,154,625,21,0,0,604,565,242,319,0,4,0,0,0,0,0,"1,144","1,144",0
285,80827,762,289,473,61.1,66,8,0,0,14,46,0,8,23,138,368,75,16,69.0,74,688,688,688,547,459,688,281,407,69.0,459,208,251,82.9,723,39,723,682,0,25,0,0,11,0,8,0,8,0,0,0,0,0,0,0,0,0,0,8,39,19,20,0,0,0,0,721,19,45,8,0,8,35,11,0,1,23,727,666,0,14,8,0,0,39,0,39,673,266,407
286,80828,"2,291","1,154","1,137",101.5,89,80,131,154,150,329,250,263,124,285,230,116,90,44.4,388,"1,965","1,903","1,837",533,436,"1,903",922,981,94.0,436,169,267,63.3,"2,205",86,"2,205","2,088",31,6,0,0,0,0,43,0,0,0,0,0,43,0,0,0,0,0,0,37,86,0,0,0,86,0,0,"2,174",31,6,43,0,123,162,56,0,0,106,"2,129","2,000",31,0,43,0,0,55,55,0,"1,848",892,956
287,80829,"5,576","3,047","2,529",120.5,191,233,237,599,171,728,815,866,442,333,683,219,59,43.7,957,"4,766","4,619","4,269","1,173",961,"4,619","2,627","1,992",131.9,961,515,446,115.5,"5,446",130,"5,446","5,057",30,86,0,0,0,0,93,0,9,0,84,0,0,0,0,0,0,0,0,180,130,30,30,40,26,0,0,"5,183",64,116,137,0,206,375,213,0,0,162,"5,201","4,922",30,18,93,0,8,130,26,104,"4,546","2,607","1,939"
288,80830,171,90,81,111.1,5,4,6,4,0,11,2,20,9,27,35,32,16,64.8,17,154,154,152,104,83,154,80,74,108.1,83,39,44,88.6,171,0,171,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,171,171,0,0,0,0,0,0,0,0,154,80,74
289,80831,"31,824","16,154","15,670",103.1,"2,031","2,707","3,049","2,538","1,170","3,034","5,307","4,370","2,182","1,718","2,633",830,255,37.4,"9,554","23,258","22,270","21,295","4,744","3,718","22,270","11,095","11,175",99.3,"3,718","1,794","1,924",93.2,"27,919","3,905","27,919","25,300","1,260",358,87,0,65,37,483,0,0,122,55,51,0,255,0,0,0,0,0,518,"3,905",916,385,557,"1,716",0,0,"29,071","2,425",853,"1,214",33,"2,330","3,969","2,058",140,324,"1,447","27,855","23,849","1,085",67,483,0,229,"2,142",227,"1,915","22,021","10,979","11,042"
290,80832,975,491,484,101.4,67,106,91,60,14,125,175,76,36,70,104,49,2,37.4,300,697,675,648,206,155,675,358,317,112.9,155,97,58,167.2,937,38,937,926,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,38,21,14,3,0,0,0,964,26,14,3,0,6,21,21,0,0,0,954,911,5,0,0,0,0,38,0,38,667,350,317
291,80833,942,283,659,42.9,12,8,40,15,35,48,62,243,60,281,106,26,6,55.3,74,882,868,848,389,138,868,260,608,42.8,138,80,58,137.9,875,67,875,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,2,0,65,0,0,942,0,2,0,0,65,54,14,0,0,40,888,869,0,0,0,0,0,19,17,2,868,260,608
292,80834,320,183,137,133.6,29,29,24,6,8,34,44,30,21,19,51,18,7,44.2,88,238,232,224,80,76,232,145,87,166.7,76,46,30,153.3,304,16,304,299,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,315,0,5,0,0,16,4,0,0,4,0,316,295,0,5,0,0,0,16,16,0,226,139,87
293,80835,766,372,394,94.4,27,46,45,87,18,97,156,61,29,64,65,40,31,40.5,194,648,572,561,171,136,572,274,298,91.9,136,60,76,78.9,699,67,699,652,28,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,21,29,0,17,0,0,719,49,48,0,0,17,0,0,0,0,0,766,652,28,19,0,0,0,67,17,50,572,274,298
294,80836,"1,028",565,463,122.0,120,64,79,32,33,192,94,50,45,72,109,111,27,34.8,280,752,748,722,283,247,748,387,361,107.2,247,114,133,85.7,927,101,927,834,0,22,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,71,101,0,9,2,85,0,0,932,0,34,4,0,161,198,186,0,0,12,830,771,0,22,0,0,3,34,23,11,714,369,345
295,80840,"6,665","4,385","2,280",192.3,386,377,136,"1,591","3,034",475,357,170,93,17,22,7,0,20.9,"1,054","5,708","5,611","3,190",34,29,"5,611","3,864","1,747",221.2,29,12,17,70.6,"6,198",467,"6,198","5,270",523,55,0,0,0,0,266,1,23,27,99,53,17,46,58,0,48,0,10,26,467,244,19,40,93,0,0,"5,723",804,74,365,92,148,586,245,55,14,272,"6,079","4,880",523,39,266,58,0,313,5,308,"5,496","3,789","1,707"
296,80860,515,300,215,139.5,14,0,9,24,26,49,48,77,57,118,73,20,0,55.3,41,488,474,468,136,93,474,265,209,126.8,93,47,46,102.2,472,43,472,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,13,43,6,5,19,13,0,0,495,6,5,19,7,26,43,32,0,0,11,472,441,0,0,0,7,13,11,0,11,474,265,209
297,80861,265,141,124,113.7,2,24,14,9,28,9,28,25,11,32,54,24,5,50.8,48,222,217,192,87,83,217,123,94,130.9,83,53,30,176.7,246,19,246,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,19,0,0,0,0,264,0,19,0,0,1,35,26,0,0,9,230,211,0,0,0,0,0,19,0,19,214,123,91
298,80862,35,21,14,150.0,0,0,0,0,0,4,3,0,0,14,6,5,3,62.6,0,35,35,35,23,14,35,21,14,150.0,14,6,8,75.0,35,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,35,21,14
299,80863,"12,922","6,452","6,470",99.7,633,764,527,751,653,"1,492","1,415","1,597","1,022","1,427","1,709",590,342,46.6,"2,432","10,764","10,490","10,104","3,408","2,641","10,490","5,392","5,098",105.8,"2,641","1,339","1,302",102.8,"11,575","1,347","11,575","11,231",147,1,0,0,0,0,36,0,0,0,0,36,0,0,21,21,0,0,0,139,"1,347",100,301,101,810,0,0,"12,578",247,302,172,21,984,677,318,45,0,314,"12,245","11,006",147,1,36,21,16,"1,018",554,464,"10,239","5,275","4,964"
300,80864,"1,304",664,640,103.8,28,36,106,45,52,97,165,194,137,88,288,61,7,50.9,208,"1,127","1,096","1,085",395,356,"1,096",561,535,104.9,356,182,174,104.6,"1,174",130,"1,174","1,100",16,1,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,39,130,0,31,34,65,0,0,"1,230",16,32,52,0,104,220,159,36,10,15,"1,084","1,035",5,0,0,0,0,44,13,31,"1,090",561,529
301,80902,"11,875","6,391","5,484",116.5,"2,110","1,456",952,578,"1,513","3,172","1,670",337,41,46,0,0,0,23.3,"4,995","7,065","6,880","6,497",29,0,"6,880","3,482","3,398",102.5,0,0,0,-,"10,782","1,093","10,782","8,345","2,006",14,0,0,0,0,137,0,33,80,14,0,4,6,113,113,0,0,0,167,"1,093",295,96,100,519,0,23,"9,415","2,375",170,246,113,709,"2,390","1,513",374,16,487,"9,485","6,760","1,960",0,137,113,8,507,0,507,"6,752","3,476","3,276"
302,80903,"17,046","8,661","8,385",103.3,677,607,396,"1,621","2,230","3,553","2,170","1,688",923,913,"1,587",424,257,33.3,"1,891","15,294","15,155","13,258","2,862","2,268","15,155","7,653","7,502",102.0,"2,268","1,014","1,254",80.9,"15,263","1,783","15,263","13,012","1,359",199,33,0,3,0,432,117,97,96,20,49,7,46,36,0,8,28,0,225,"1,783",154,181,344,955,15,0,"14,756","1,587",453,855,51,"1,237","2,605","1,367",132,20,"1,086","14,441","11,884","1,241",139,317,36,21,803,124,679,"14,610","7,448","7,162"
303,80904,"21,555","11,235","10,320",108.9,875,779,540,730,"1,475","4,050","2,308","2,327","1,375","1,679","3,101","1,630",686,45.1,"2,607","19,196","18,948","18,430","6,486","5,417","18,948","9,849","9,099",108.2,"5,417","2,584","2,833",91.2,"18,999","2,556","18,999","17,804",363,170,22,6,0,0,317,19,29,68,10,72,29,90,0,0,0,0,0,345,"2,556",99,467,353,"1,339",0,34,"20,289",561,762,769,105,"1,815","2,682","1,577",67,30,"1,008","18,873","16,785",341,112,317,0,106,"1,212",353,859,"18,662","9,677","8,985"
304,80905,"17,238","8,353","8,885",94.0,880,830,840,840,"1,858","3,471","2,019","2,063",903,823,"1,462",601,648,34.6,"2,991","14,507","14,247","13,580","3,166","2,711","14,247","6,818","7,429",91.8,"2,711",945,"1,766",53.5,"15,179","2,059","15,179","12,599","1,160",144,0,0,2,0,388,107,19,18,0,115,6,123,40,40,0,0,0,848,"2,059",153,145,145,"1,285",6,18,"14,531","1,441",375,678,189,"2,257","4,203","1,981",157,10,"2,055","13,035","10,580","1,133",2,388,40,158,734,132,602,"13,631","6,593","7,038"
305,80906,"38,732","19,116","19,616",97.5,"2,742","2,168","2,362","1,875","2,637","5,780","4,561","4,283","2,310","2,334","4,390","2,225","1,065",38.7,"8,364","31,034","30,368","29,192","8,918","7,680","30,368","15,234","15,134",100.7,"7,680","3,495","4,185",83.5,"34,552","4,180","34,552","30,198","1,521",612,4,0,0,0,"1,285",14,209,305,41,424,138,154,151,73,78,0,0,785,"4,180",618,455,332,"2,245",10,2,"34,247","2,406","1,269","1,727",591,"3,100","6,728","2,813",801,240,"2,874","32,004","27,339","1,462",38,"1,243",151,101,"1,670",275,"1,395","29,634","14,910","14,724"
306,80907,"27,628","13,622","14,006",97.3,"1,223","1,273","1,200","1,184","2,590","5,256","3,545","3,074","1,728","1,735","2,806","1,453",561,38.2,"4,493","23,598","23,135","22,244","5,851","4,820","23,135","11,371","11,764",96.7,"4,820","2,114","2,706",78.1,"24,908","2,720","24,908","22,798",904,204,0,7,65,0,341,62,21,67,42,63,67,19,29,13,16,0,0,632,"2,720",408,432,410,971,19,51,"25,427","1,605",955,828,92,"1,786","3,972","2,482",346,52,"1,092","23,656","20,925",810,100,325,29,152,"1,315",122,"1,193","22,407","11,030","11,377"
307,80908,"22,049","11,032","11,017",100.1,"1,433","1,795","1,898","1,444",743,"2,162","3,185","3,023","1,676","1,696","2,167",633,194,39.6,"6,153","16,584","15,896","15,384","3,847","2,994","15,896","7,844","8,052",97.4,"2,994","1,460","1,534",95.2,"20,051","1,998","20,051","18,059","1,060",18,0,0,0,0,602,237,152,65,0,111,0,37,0,0,0,0,0,312,"1,998",412,148,621,599,0,0,"20,034","1,529",266,"1,366",0,"1,060","1,998","1,458",127,10,403,"20,051","17,172","1,044",9,602,0,0,"1,224",56,"1,168","15,530","7,687","7,843"
308,80909,"37,113","18,351","18,762",97.8,"1,911","1,877","1,910","2,347","3,565","6,075","5,171","3,630","1,945","2,291","3,420","2,007",964,36.3,"7,285","30,851","29,828","28,394","7,754","6,391","29,828","14,649","15,179",96.5,"6,391","2,669","3,722",71.7,"32,548","4,565","32,548","27,201","2,153",302,11,0,20,13,442,8,57,165,46,32,27,107,105,0,85,0,20,"2,345","4,565","1,463",540,497,"1,664",15,23,"31,603","3,841","1,013","1,078",218,"4,141","7,765","4,957",587,82,"2,139","29,348","23,984","1,585",159,432,105,173,"2,910",347,"2,563","28,881","14,081","14,800"
309,80910,"32,038","15,949","16,089",99.1,"2,316","2,186","2,054","2,006","2,845","6,719","3,943","2,824","1,475","1,718","1,967","1,510",475,31.2,"7,736","24,996","24,302","22,694","4,888","3,952","24,302","12,063","12,239",98.6,"3,952","1,628","2,324",70.1,"27,002","5,036","27,002","16,838","3,913",968,126,0,0,0,761,0,108,228,7,173,54,191,40,28,0,0,12,"4,482","5,036",710,608,222,"1,953",113,186,"21,354","5,919","2,511","1,324",179,"6,815","11,458","8,200",951,269,"2,038","20,580","13,384","3,482",35,761,17,330,"2,571",327,"2,244","22,063","10,901","11,162"
310,80911,"35,001","17,352","17,649",98.3,"2,713","2,724","2,532","2,143","1,856","5,252","4,708","3,541","2,577","2,197","3,112","1,134",512,35.5,"9,287","26,723","25,714","24,685","5,870","4,758","25,714","12,759","12,955",98.5,"4,758","2,062","2,696",76.5,"30,053","4,948","30,053","24,548","2,436",401,6,0,0,11,861,31,40,556,44,66,51,73,168,5,118,39,6,"1,639","4,948",789,404,342,"2,274",0,60,"29,352","3,786","1,530","1,437",713,"4,348","8,973","4,509",573,240,"3,651","26,028","20,603","2,251",92,842,160,150,"1,930",119,"1,811","25,129","12,549","12,580"
311,80913,"6,697","6,035",662,911.6,0,0,0,"1,295","4,382",977,43,0,0,0,0,0,0,21.7,0,"6,697","6,697","4,272",0,0,"6,697","6,035",662,911.6,0,0,0,-,"5,134","1,563","5,134","3,941",857,92,0,0,32,14,181,14,39,56,0,22,35,15,54,3,20,31,0,9,"1,563",177,265,59,863,23,23,"5,441","1,133",420,281,113,"1,008","1,588",926,254,36,372,"5,109","3,411",823,92,181,54,0,548,5,543,"6,578","5,931",647
312,80914,468,387,81,477.8,0,0,0,49,361,58,0,0,0,0,0,0,0,21.8,0,468,468,292,0,0,468,387,81,477.8,0,0,0,-,391,77,391,307,56,5,0,0,0,0,19,0,0,4,0,9,0,6,4,0,0,4,0,0,77,5,8,7,54,0,0,384,64,16,26,4,54,89,78,3,0,8,379,283,51,5,19,4,0,17,0,17,458,383,75
313,80915,"23,031","12,015","11,016",109.1,"1,064","1,826","1,594","1,730","2,122","4,052","3,304","2,209","1,454","1,120","1,429",889,238,33.3,"5,457","18,108","17,574","16,603","3,073","2,556","17,574","8,919","8,655",103.1,"2,556","1,142","1,414",80.8,"19,878","3,153","19,878","16,368","1,326",41,9,0,0,13,546,6,70,250,16,85,86,33,1,0,1,0,0,"1,596","3,153",539,226,385,"1,313",98,0,"19,214","2,096",553,"1,371",363,"3,125","5,573","3,579",663,265,"1,066","17,458","13,922","1,205",32,546,1,41,"1,711",391,"1,320","16,857","8,615","8,242"
314,80916,"39,795","19,611","20,184",97.2,"3,602","3,433","3,363","2,915","3,323","8,017","5,949","3,340","1,580","1,355","1,950",809,159,29.0,"12,005","28,811","27,790","26,077","3,838","2,918","27,790","13,758","14,032",98.0,"2,918","1,058","1,860",56.9,"33,541","6,254","33,541","18,815","7,019","1,040",41,0,85,0,"1,595",32,82,854,175,355,20,77,264,71,70,123,0,"4,808","6,254",668,425,611,"2,706",140,547,"24,144","8,594","1,719","2,790","1,019","8,549","14,118","10,754",702,61,"2,601","25,677","14,282","6,736",125,"1,430",264,225,"2,615",303,"2,312","24,778","12,397","12,381"
315,80917,"32,069","16,608","15,461",107.4,"2,030","1,897","1,831","1,738","2,766","6,648","3,361","3,216","2,020","1,418","2,726","1,729",689,33.4,"6,791","25,995","25,278","24,062","6,063","5,144","25,278","13,117","12,161",107.9,"5,144","2,362","2,782",84.9,"28,284","3,785","28,284","23,974","1,646",526,0,0,75,0,906,20,5,457,0,60,64,300,0,0,0,0,0,"1,232","3,785",820,520,349,"1,449",5,110,"27,446","2,753","1,099","1,757",143,"3,085","6,026","3,423",531,135,"1,937","26,043","21,770","1,625",26,884,0,286,"1,452",126,"1,326","24,470","12,799","11,671"
316,80918,"49,218","25,434","23,784",106.9,"2,185","3,082","2,847","3,527","4,082","8,648","6,289","5,423","2,943","2,875","4,743","1,841",733,35.3,"9,611","40,563","39,607","36,900","8,915","7,317","39,607","20,556","19,051",107.9,"7,317","3,324","3,993",83.2,"44,092","5,126","44,092","38,231","2,344",378,51,63,3,12,"1,065",40,179,174,74,475,9,114,37,0,30,7,0,"2,037","5,126",734,608,607,"2,048",8,69,"43,064","3,642","1,119","2,388",524,"4,277","7,345","5,017",375,65,"1,888","41,873","35,508","2,227",236,"1,065",37,156,"2,644",236,"2,408","38,668","20,085","18,583"
317,80919,"28,624","14,435","14,189",101.7,"1,199","1,472","1,805","2,010","1,383","4,027","3,610","3,539","2,121","2,214","3,160","1,509",575,41.2,"5,931","23,573","22,693","21,747","6,447","5,244","22,693","10,930","11,763",92.9,"5,244","2,381","2,863",83.2,"25,458","3,166","25,458","23,105",894,316,25,0,0,0,684,81,213,75,61,185,28,41,0,0,0,0,0,459,"3,166",146,286,412,"2,144",29,0,"26,207","1,111",652,"1,189",75,"2,664","3,563","2,355",216,106,886,"25,061","21,775",874,103,642,0,83,"1,584",701,883,"22,059","10,596","11,463"
318,80920,"38,727","18,984","19,743",96.2,"2,289","2,705","2,725","2,442","2,983","5,349","5,526","4,800","2,705","2,302","3,517","1,147",237,36.5,"9,326","30,446","29,401","28,194","6,199","4,901","29,401","14,787","14,614",101.2,"4,901","2,158","2,743",78.7,"35,690","3,037","35,690","31,910","1,043",152,15,0,7,23,"1,988",274,685,222,102,486,153,66,19,0,8,0,11,578,"3,037",451,256,691,"1,295",0,42,"34,852","1,552",695,"2,814",38,"2,047","4,080","2,374",250,38,"1,418","34,647","29,844","1,032",103,"1,948",19,84,"1,617",138,"1,479","28,577","14,419","14,158"
319,80921,"23,767","12,193","11,574",105.3,606,"1,675","1,769","1,755","1,163","1,873","2,642","3,602","2,412","1,759","2,733","1,144",634,46.6,"5,373","19,314","18,394","17,733","5,409","4,511","18,394","9,201","9,193",100.1,"4,511","2,101","2,410",87.2,"21,984","1,783","21,984","19,588",488,61,0,0,0,0,"1,219",476,241,133,292,61,16,0,223,10,111,0,102,405,"1,783",238,107,570,597,0,27,"21,151",851,168,"2,033",274,"1,146","2,091","1,070",288,238,495,"21,676","18,502",488,18,"1,155",213,245,"1,055",260,795,"18,016","9,044","8,972"
320,80922,"29,750","15,222","14,528",104.8,"2,184","2,138","2,123","1,625","1,852","5,921","4,094","4,068","1,786","1,250","1,783",864,62,33.1,"7,490","22,966","22,260","21,567","3,457","2,709","22,260","11,283","10,977",102.8,"2,709","1,356","1,353",100.2,"25,300","4,450","25,300","21,448","1,221",73,0,0,0,0,703,0,112,122,133,168,168,0,177,67,110,0,0,"1,678","4,450","1,155",390,695,"1,493",72,140,"25,573","2,732",613,"1,744",441,"3,489","5,400","2,697",477,59,"2,167","24,350","20,140","1,073",45,703,110,72,"2,207",184,"2,023","21,400","10,911","10,489"
321,80923,"31,593","15,763","15,830",99.6,"2,163","2,054","2,547","2,101","2,053","4,854","4,765","4,191","2,164","1,548","1,887",977,289,35.1,"7,965","24,289","23,628","22,477","4,172","3,153","23,628","11,596","12,032",96.4,"3,153","1,347","1,806",74.6,"28,343","3,250","28,343","24,974",929,81,14,0,0,0,"1,612",199,158,93,70,395,493,204,98,98,0,0,0,649,"3,250",359,229,541,"1,779",24,35,"28,080","1,484",553,"2,282",131,"2,585","4,820","2,846",160,23,"1,791","26,773","22,807",909,11,"1,612",0,55,"1,379",202,"1,177","22,645","11,057","11,588"
322,80924,"15,187","7,583","7,604",99.7,"1,410","1,153","1,576","1,226",678,"1,612","2,843","2,514",651,352,781,121,270,34.4,"5,056","10,653","10,131","9,788","1,328","1,172","10,131","5,074","5,057",100.3,"1,172",576,596,96.6,"13,740","1,447","13,740","12,135",528,23,0,0,0,0,864,21,255,135,66,243,30,114,64,64,0,0,0,126,"1,447",0,163,791,205,0,0,"13,573",631,281,"1,772",206,374,"1,402","1,039",137,0,226,"13,785","11,117",497,0,858,64,78,"1,171",15,"1,156","9,670","4,828","4,842"
323,80925,"15,500","7,792","7,708",101.1,"1,848","1,214","1,441","1,144",722,"2,938","2,199","2,104",587,420,517,308,58,30.0,"5,363","10,698","10,137","9,712","1,163",883,"10,137","4,941","5,196",95.1,883,289,594,48.7,"13,396","2,104","13,396","10,059","2,024",234,0,0,52,47,359,37,10,151,0,67,56,38,307,134,0,173,0,413,"2,104",564,293,343,402,0,263,"11,844","3,036",588,880,339,"1,151","4,001","1,705",376,9,"1,911","11,499","7,522","1,922",108,359,307,21,"1,260",88,"1,172","9,775","4,809","4,966"
324,80926,"1,838",929,909,102.2,117,85,141,149,103,95,269,209,155,66,235,155,59,43.7,458,"1,480","1,380","1,310",478,449,"1,380",806,574,140.4,449,256,193,132.6,"1,788",50,"1,788","1,723",0,7,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,49,50,0,18,17,15,0,0,"1,773",0,25,26,0,64,146,31,106,9,0,"1,692","1,636",0,7,9,0,0,40,15,25,"1,380",806,574
325,80927,"6,002","3,108","2,894",107.4,510,690,387,484,206,764,"1,180",863,219,173,463,63,0,34.4,"1,970","4,277","4,032","3,893",630,526,"4,032","2,090","1,942",107.6,526,197,329,59.9,"5,168",834,"5,168","4,179",304,21,21,0,0,0,152,87,0,65,0,0,0,0,0,0,0,0,0,512,834,122,89,258,308,0,0,"5,013",426,167,410,0,877,"1,687","1,026",81,0,580,"4,315","3,539",304,0,130,0,19,323,34,289,"3,960","2,068","1,892"
326,80928,698,327,371,88.1,32,14,50,37,74,83,86,110,50,41,91,28,2,40.8,119,598,579,545,145,121,579,279,300,93.0,121,57,64,89.1,648,50,648,635,0,6,3,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,3,50,0,18,0,0,32,0,653,32,56,4,0,3,19,3,0,10,6,679,625,0,6,4,0,0,44,0,44,575,275,300
327,80929,122,59,63,93.7,0,0,0,0,0,0,0,0,33,16,51,0,22,71.7,0,122,122,122,73,73,122,59,63,93.7,73,18,55,32.7,71,51,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,18,0,33,0,0,122,0,18,0,0,33,33,33,0,0,0,89,71,0,0,0,0,0,18,0,18,122,59,63
328,80930,"1,857","1,010",847,119.2,222,164,105,119,124,427,237,209,20,52,66,87,25,29.3,539,"1,349","1,318","1,247",201,178,"1,318",690,628,109.9,178,39,139,28.1,"1,718",139,"1,718","1,232",202,8,0,0,0,0,201,0,0,0,0,0,98,103,0,0,0,0,0,75,139,8,20,0,111,0,0,"1,371",210,28,201,0,186,140,55,61,0,24,"1,717","1,206",202,8,201,0,0,100,72,28,"1,296",668,628
329,80938,847,461,386,119.4,95,120,81,10,0,358,11,0,39,16,101,16,0,32.2,306,541,541,541,117,117,541,255,286,89.2,117,48,69,69.6,578,269,578,474,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,190,0,0,79,0,0,743,294,0,0,0,79,367,367,0,0,0,480,376,104,0,0,0,0,0,0,0,462,176,286
330,80939,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,80951,"4,603","2,297","2,306",99.6,758,511,129,299,199,"1,323",570,343,117,151,114,89,0,26.3,"1,628","3,205","2,975","2,883",269,203,"2,975","1,450","1,525",95.1,203,69,134,51.5,"3,387","1,216","3,387","2,433",799,24,0,0,11,0,17,0,0,0,0,17,0,0,0,0,0,0,0,114,"1,216",649,57,38,314,0,111,"3,520","1,577",81,102,0,568,799,278,242,0,279,"3,804","2,389",642,24,17,0,0,732,27,705,"2,926","1,428","1,498"
332,81001,"31,160","15,968","15,192",105.1,"1,868","2,352","2,140","2,118","2,260","4,961","3,320","3,289","1,605","1,901","3,019","1,579",748,34.7,"7,446","24,403","23,714","22,186","6,545","5,346","23,714","11,852","11,862",99.9,"5,346","2,294","3,052",75.2,"28,044","3,116","28,044","21,500",736,"1,548",116,0,279,6,265,21,52,49,74,33,0,36,21,0,18,0,3,"3,974","3,116",265,322,191,"1,984",89,24,"24,398","1,126","2,083",525,145,"6,092","16,647","9,994",444,38,"6,171","14,513","12,148",670,474,230,21,196,774,145,629,"22,848","11,346","11,502"
333,81003,"14,875","8,019","6,856",117.0,915,789,718,974,991,"2,239","2,563","1,468",927,808,"1,377",793,313,37.7,"2,902","12,184","11,973","11,417","3,044","2,483","11,973","6,438","5,535",116.3,"2,483","1,094","1,389",78.8,"12,477","2,398","12,477","9,771",574,634,21,5,155,3,120,0,0,17,22,18,5,58,0,0,0,0,0,"1,378","2,398",260,421,85,"1,014",0,224,"11,637","1,090","1,341",244,108,"2,895","7,356","4,719",382,0,"2,255","7,519","6,192",469,173,113,0,118,454,11,443,"11,691","6,238","5,453"
